name,description,category.level_1,category.level_2,category.level_3,brand,attributes.color,attributes.size,attributes.material,pricing.cost_price,pricing.selling_price,pricing.currency,inventory.storage_type,inventory.shelf_life_days,logistics.weight_kg,logistics.fragile,logistics.hazardous
"Cetaphil Gentle Skin Cleanser (Pack of 2, 100ml)",Mild non-foaming daily cleanser,Beauty & Personal Care,Skincare,Toner,Cetaphil,N/A,100ml,Plastic Bottle,$25.40,$35.00,USD,Normal,540,0.644,TRUE,FALSE
Cetaphil Gentle Skin Cleanser (75ml),Mild non-foaming daily cleanser,Beauty & Personal Care,Skincare,Moisturizer,Cetaphil,N/A,75ml,Plastic Bottle,$27.20,$38.75,USD,Normal,730,0.274,FALSE,FALSE
"La Roche-Posay Anthelios Melt-in Sunscreen SPF 60 (Pack of 2, 50ml)",Fast-absorbing sunscreen lotion,Beauty & Personal Care,Skincare,Serum,La Roche-Posay,N/A,50ml,Pump Tube,$24.01,$29.43,USD,Normal,730,0.512,FALSE,FALSE
The Ordinary Niacinamide 10% + Zinc 1% (200ml),Serum to reduce blemishes and congestion,Beauty & Personal Care,Skincare,Serum,The Ordinary,N/A,200ml,Plastic Bottle,$41.04,$57.81,USD,Normal,540,0.06,FALSE,FALSE
The Ordinary Niacinamide 10% + Zinc 1% (30ml),Serum to reduce blemishes and congestion,Beauty & Personal Care,Skincare,Cleanser,The Ordinary,N/A,30ml,Pump Tube,$17.40,$22.90,USD,Normal,365,0.286,FALSE,FALSE
"Aveeno Daily Moisturizing Lotion (Pack of 3, 150ml)",Oat-based body lotion,Beauty & Personal Care,Skincare,Sunscreen,Aveeno,N/A,150ml,Pump Tube,$102.74,$128.71,USD,Normal,540,0.74,TRUE,FALSE
"Neutrogena Ultra Sheer Sunscreen SPF 50 (Pack of 4, 100ml)",Broad spectrum sun protection lotion,Beauty & Personal Care,Skincare,Sunscreen,Neutrogena,N/A,100ml,Plastic Bottle,$34.68,$53.29,USD,Normal,730,0.568,FALSE,FALSE
"CeraVe Moisturizing Cream (Pack of 2, 75ml)",Face & body moisturizer with ceramides and hyaluronic acid,Beauty & Personal Care,Skincare,Serum,CeraVe,N/A,75ml,Plastic Bottle,$41.90,$59.46,USD,Normal,730,0.303,FALSE,FALSE
Aveeno Daily Moisturizing Lotion (30ml),Oat-based body lotion,Beauty & Personal Care,Skincare,Toner,Aveeno,N/A,30ml,Glass Bottle,$23.33,$32.61,USD,Normal,540,0.325,TRUE,FALSE
Neutrogena Hydro Boost Water Gel (200ml),Lightweight hyaluronic acid moisturizer,Beauty & Personal Care,Skincare,Sunscreen,Neutrogena,N/A,200ml,Airless Pump,$41.28,$52.47,USD,Normal,365,0.092,FALSE,FALSE
"La Roche-Posay Anthelios Melt-in Sunscreen SPF 60 (Pack of 3, 100ml)",Fast-absorbing sunscreen lotion,Beauty & Personal Care,Skincare,Cleanser,La Roche-Posay,N/A,100ml,Plastic Bottle,$21.55,$32.45,USD,Normal,540,0.502,FALSE,FALSE
"First Aid Beauty Ultra Repair Cream (Pack of 4, 100ml)",Intense hydration for dry skin,Beauty & Personal Care,Skincare,Sunscreen,First Aid Beauty,N/A,100ml,Glass Bottle,$143.06,$202.03,USD,Normal,730,0.611,FALSE,FALSE
CeraVe Hydrating Facial Cleanser (200ml),Gentle daily cleanser for normal to dry skin,Beauty & Personal Care,Skincare,Cleanser,CeraVe,N/A,200ml,Pump Tube,$12.91,$17.14,USD,Normal,540,0.08,FALSE,FALSE
"First Aid Beauty Ultra Repair Cream (Pack of 2, 200ml)",Intense hydration for dry skin,Beauty & Personal Care,Skincare,Moisturizer,First Aid Beauty,N/A,200ml,Pump Tube,$11.99,$15.11,USD,Normal,540,0.144,TRUE,FALSE
Fresh Rose Deep Hydration Toner (30ml),Rosewater hydrating facial toner,Beauty & Personal Care,Skincare,Cleanser,Fresh,N/A,30ml,Plastic Bottle,$36.26,$45.23,USD,Normal,730,0.112,FALSE,FALSE
"First Aid Beauty Ultra Repair Cream (Pack of 4, 50ml)",Intense hydration for dry skin,Beauty & Personal Care,Skincare,Cleanser,First Aid Beauty,N/A,50ml,Glass Bottle,$132.56,$164.79,USD,Normal,730,0.181,FALSE,FALSE
"The Ordinary Niacinamide 10% + Zinc 1% (Pack of 2, 50ml)",Serum to reduce blemishes and congestion,Beauty & Personal Care,Skincare,Moisturizer,The Ordinary,N/A,50ml,Pump Tube,$67.97,$81.16,USD,Normal,365,0.1,FALSE,FALSE
Olay Total Effects 7-in-1 Moisturizer (150ml),Daily anti-aging cream,Beauty & Personal Care,Skincare,Cleanser,Olay,N/A,150ml,Pump Tube,$4.65,$5.84,USD,Normal,730,0.176,TRUE,FALSE
"Neutrogena Hydro Boost Water Gel (Pack of 4, 100ml)",Lightweight hyaluronic acid moisturizer,Beauty & Personal Care,Skincare,Moisturizer,Neutrogena,N/A,100ml,Airless Pump,$127.44,$172.71,USD,Normal,540,0.714,FALSE,FALSE
"CeraVe Hydrating Facial Cleanser (Pack of 2, 200ml)",Gentle daily cleanser for normal to dry skin,Beauty & Personal Care,Skincare,Moisturizer,CeraVe,N/A,200ml,Pump Tube,$42.14,$64.71,USD,Normal,540,0.562,FALSE,FALSE
"Neutrogena Ultra Sheer Sunscreen SPF 50 (Pack of 5, 100ml)",Broad spectrum sun protection lotion,Beauty & Personal Care,Skincare,Toner,Neutrogena,N/A,100ml,Airless Pump,$30.84,$36.48,USD,Normal,365,0.308,TRUE,FALSE
"Drunk Elephant C-Firma Day Serum (Pack of 4, 150ml)",Vitamin C antioxidant serum,Beauty & Personal Care,Skincare,Serum,Drunk Elephant,N/A,150ml,Pump Tube,$69.65,$96.74,USD,Normal,540,0.717,FALSE,FALSE
"Neutrogena Ultra Sheer Sunscreen SPF 50 (Pack of 3, 200ml)",Broad spectrum sun protection lotion,Beauty & Personal Care,Skincare,Sunscreen,Neutrogena,N/A,200ml,Glass Bottle,$58.40,$87.91,USD,Normal,540,0.805,FALSE,FALSE
"Neutrogena Ultra Sheer Sunscreen SPF 50 (Pack of 2, 75ml)",Broad spectrum sun protection lotion,Beauty & Personal Care,Skincare,Cleanser,Neutrogena,N/A,75ml,Airless Pump,$31.10,$38.94,USD,Normal,730,0.605,TRUE,FALSE
Neutrogena Hydro Boost Water Gel (30ml),Lightweight hyaluronic acid moisturizer,Beauty & Personal Care,Skincare,Cleanser,Neutrogena,N/A,30ml,Airless Pump,$7.96,$11.51,USD,Normal,730,0.068,FALSE,FALSE
"First Aid Beauty Ultra Repair Cream (Pack of 2, 75ml)",Intense hydration for dry skin,Beauty & Personal Care,Skincare,Sunscreen,First Aid Beauty,N/A,75ml,Plastic Bottle,$38.55,$57.81,USD,Normal,730,0.12,TRUE,FALSE
La Roche-Posay Anthelios Melt-in Sunscreen SPF 60 (75ml),Fast-absorbing sunscreen lotion,Beauty & Personal Care,Skincare,Sunscreen,La Roche-Posay,N/A,75ml,Plastic Bottle,$27.69,$34.21,USD,Normal,365,0.304,FALSE,FALSE
"First Aid Beauty Ultra Repair Cream (Pack of 3, 75ml)",Intense hydration for dry skin,Beauty & Personal Care,Skincare,Sunscreen,First Aid Beauty,N/A,75ml,Plastic Bottle,$95.23,$131.38,USD,Normal,730,0.923,FALSE,FALSE
Fresh Rose Deep Hydration Toner (200ml),Rosewater hydrating facial toner,Beauty & Personal Care,Skincare,Serum,Fresh,N/A,200ml,Plastic Bottle,$28.97,$40.94,USD,Normal,365,0.104,FALSE,FALSE
"La Roche-Posay Anthelios Melt-in Sunscreen SPF 60 (Pack of 2, 75ml)",Fast-absorbing sunscreen lotion,Beauty & Personal Care,Skincare,Toner,La Roche-Posay,N/A,75ml,Pump Tube,$7.86,$11.78,USD,Normal,730,0.315,TRUE,FALSE
"CeraVe Moisturizing Cream (Pack of 2, 30ml)",Face & body moisturizer with ceramides and hyaluronic acid,Beauty & Personal Care,Skincare,Cleanser,CeraVe,N/A,30ml,Glass Bottle,$35.93,$47.84,USD,Normal,540,0.265,TRUE,FALSE
"Drunk Elephant C-Firma Day Serum (Pack of 5, 150ml)",Vitamin C antioxidant serum,Beauty & Personal Care,Skincare,Toner,Drunk Elephant,N/A,150ml,Plastic Bottle,$176.97,$214.50,USD,Normal,365,1.109,TRUE,FALSE
"Cetaphil Moisturizing Cream (Pack of 2, 100ml)",Rich cream for dry sensitive skin,Beauty & Personal Care,Skincare,Toner,Cetaphil,N/A,100ml,Airless Pump,$38.81,$47.99,USD,Normal,365,0.285,TRUE,FALSE
"Drunk Elephant C-Firma Day Serum (Pack of 3, 100ml)",Vitamin C antioxidant serum,Beauty & Personal Care,Skincare,Toner,Drunk Elephant,N/A,100ml,Pump Tube,$15.82,$20.71,USD,Normal,365,0.14,TRUE,FALSE
Olay Regenerist Micro-Sculpting Cream (50ml),Anti-aging face moisturizer,Beauty & Personal Care,Skincare,Sunscreen,Olay,N/A,50ml,Pump Tube,$15.87,$19.01,USD,Normal,730,0.179,TRUE,FALSE
"First Aid Beauty Ultra Repair Cream (Pack of 3, 200ml)",Intense hydration for dry skin,Beauty & Personal Care,Skincare,Serum,First Aid Beauty,N/A,200ml,Glass Bottle,$66.18,$98.17,USD,Normal,365,0.456,FALSE,FALSE
"Cetaphil Moisturizing Cream (Pack of 3, 30ml)",Rich cream for dry sensitive skin,Beauty & Personal Care,Skincare,Toner,Cetaphil,N/A,30ml,Airless Pump,$112.78,$168.59,USD,Normal,540,0.599,FALSE,FALSE
Cetaphil Moisturizing Cream (75ml),Rich cream for dry sensitive skin,Beauty & Personal Care,Skincare,Cleanser,Cetaphil,N/A,75ml,Plastic Bottle,$20.61,$31.66,USD,Normal,730,0.188,FALSE,FALSE
"Aveeno Daily Moisturizing Lotion (Pack of 2, 30ml)",Oat-based body lotion,Beauty & Personal Care,Skincare,Toner,Aveeno,N/A,30ml,Airless Pump,$71.45,$89.13,USD,Normal,540,0.383,FALSE,FALSE
"La Roche-Posay Anthelios Melt-in Sunscreen SPF 60 (Pack of 2, 200ml)",Fast-absorbing sunscreen lotion,Beauty & Personal Care,Skincare,Moisturizer,La Roche-Posay,N/A,200ml,Pump Tube,$24.20,$35.37,USD,Normal,730,0.444,FALSE,FALSE
"Olay Regenerist Micro-Sculpting Cream (Pack of 2, 75ml)",Anti-aging face moisturizer,Beauty & Personal Care,Skincare,Cleanser,Olay,N/A,75ml,Pump Tube,$62.57,$92.46,USD,Normal,365,0.15,TRUE,FALSE
"The Ordinary Hyaluronic Acid 2% + B5 (Pack of 2, 150ml)",Hydrating serum for plump skin,Beauty & Personal Care,Skincare,Cleanser,The Ordinary,N/A,150ml,Glass Bottle,$65.06,$91.89,USD,Normal,730,0.366,FALSE,FALSE
"Drunk Elephant C-Firma Day Serum (Pack of 4, 100ml)",Vitamin C antioxidant serum,Beauty & Personal Care,Skincare,Cleanser,Drunk Elephant,N/A,100ml,Pump Tube,$139.98,$196.10,USD,Normal,540,0.248,FALSE,FALSE
"La Roche-Posay Anthelios Melt-in Sunscreen SPF 60 (Pack of 3, 75ml)",Fast-absorbing sunscreen lotion,Beauty & Personal Care,Skincare,Sunscreen,La Roche-Posay,N/A,75ml,Plastic Bottle,$49.76,$58.70,USD,Normal,540,0.165,FALSE,FALSE
La Roche-Posay Anthelios Melt-in Sunscreen SPF 60 (30ml),Fast-absorbing sunscreen lotion,Beauty & Personal Care,Skincare,Sunscreen,La Roche-Posay,N/A,30ml,Plastic Bottle,$29.22,$39.52,USD,Normal,730,0.216,FALSE,FALSE
CeraVe Hydrating Facial Cleanser (100ml),Gentle daily cleanser for normal to dry skin,Beauty & Personal Care,Skincare,Cleanser,CeraVe,N/A,100ml,Glass Bottle,$17.18,$23.03,USD,Normal,365,0.185,FALSE,FALSE
Clinique Dramatically Different Moisturizing Lotion (200ml),Iconic hydrating face lotion,Beauty & Personal Care,Skincare,Cleanser,Clinique,N/A,200ml,Plastic Bottle,$24.69,$30.09,USD,Normal,730,0.181,FALSE,FALSE
Paula's Choice 2% BHA Liquid Exfoliant (150ml),Salicylic acid exfoliating toner,Beauty & Personal Care,Skincare,Sunscreen,Paula's Choice,N/A,150ml,Glass Bottle,$18.92,$28.70,USD,Normal,540,0.282,FALSE,FALSE
"CeraVe Hydrating Facial Cleanser (Pack of 3, 200ml)",Gentle daily cleanser for normal to dry skin,Beauty & Personal Care,Skincare,Sunscreen,CeraVe,N/A,200ml,Pump Tube,$18.09,$21.49,USD,Normal,540,0.34,FALSE,FALSE
Fresh Rose Deep Hydration Toner (50ml),Rosewater hydrating facial toner,Beauty & Personal Care,Skincare,Serum,Fresh,N/A,50ml,Pump Tube,$7.34,$10.39,USD,Normal,540,0.34,FALSE,FALSE
"Cetaphil Gentle Skin Cleanser (Pack of 2, 50ml)",Mild non-foaming daily cleanser,Beauty & Personal Care,Skincare,Serum,Cetaphil,N/A,50ml,Plastic Bottle,$30.88,$40.16,USD,Normal,365,0.464,FALSE,FALSE
"Paula's Choice 2% BHA Liquid Exfoliant (Pack of 3, 30ml)",Salicylic acid exfoliating toner,Beauty & Personal Care,Skincare,Serum,Paula's Choice,N/A,30ml,Airless Pump,$67.10,$77.65,USD,Normal,365,0.905,TRUE,FALSE
Kiehl's Ultra Facial Cream (50ml),24-hour daily face moisturizer,Beauty & Personal Care,Skincare,Serum,Kiehl's,N/A,50ml,Glass Bottle,$45.00,$54.54,USD,Normal,365,0.202,FALSE,FALSE
"Paula's Choice 2% BHA Liquid Exfoliant (Pack of 4, 30ml)",Salicylic acid exfoliating toner,Beauty & Personal Care,Skincare,Toner,Paula's Choice,N/A,30ml,Pump Tube,$141.75,$198.05,USD,Normal,540,0.341,TRUE,FALSE
"Fresh Rose Deep Hydration Toner (Pack of 2, 50ml)",Rosewater hydrating facial toner,Beauty & Personal Care,Skincare,Cleanser,Fresh,N/A,50ml,Airless Pump,$10.71,$13.88,USD,Normal,540,0.431,FALSE,FALSE
Garnier Micellar Cleansing Water (50ml),All-in-one makeup remover and cleanser,Beauty & Personal Care,Skincare,Sunscreen,Garnier,N/A,50ml,Glass Bottle,$16.69,$24.59,USD,Normal,365,0.16,FALSE,FALSE
Garnier Micellar Cleansing Water (100ml),All-in-one makeup remover and cleanser,Beauty & Personal Care,Skincare,Sunscreen,Garnier,N/A,100ml,Pump Tube,$35.90,$48.51,USD,Normal,365,0.295,FALSE,FALSE
The Ordinary Niacinamide 10% + Zinc 1% (75ml),Serum to reduce blemishes and congestion,Beauty & Personal Care,Skincare,Toner,The Ordinary,N/A,75ml,Plastic Bottle,$30.29,$45.42,USD,Normal,365,0.263,FALSE,FALSE
"Neutrogena Ultra Sheer Sunscreen SPF 50 (Pack of 3, 75ml)",Broad spectrum sun protection lotion,Beauty & Personal Care,Skincare,Toner,Neutrogena,N/A,75ml,Plastic Bottle,$95.28,$119.96,USD,Normal,365,0.807,TRUE,FALSE
"Olay Total Effects 7-in-1 Moisturizer (Pack of 2, 100ml)",Daily anti-aging cream,Beauty & Personal Care,Skincare,Sunscreen,Olay,N/A,100ml,Pump Tube,$77.98,$102.62,USD,Normal,730,0.3,FALSE,FALSE
"Neutrogena Hydro Boost Water Gel (Pack of 2, 75ml)",Lightweight hyaluronic acid moisturizer,Beauty & Personal Care,Skincare,Serum,Neutrogena,N/A,75ml,Glass Bottle,$9.55,$14.52,USD,Normal,365,0.168,TRUE,FALSE
"Kiehl's Ultra Facial Cream (Pack of 2, 200ml)",24-hour daily face moisturizer,Beauty & Personal Care,Skincare,Toner,Kiehl's,N/A,200ml,Glass Bottle,$64.95,$86.89,USD,Normal,365,0.596,TRUE,FALSE
"Olay Regenerist Micro-Sculpting Cream (Pack of 2, 50ml)",Anti-aging face moisturizer,Beauty & Personal Care,Skincare,Serum,Olay,N/A,50ml,Airless Pump,$15.84,$20.04,USD,Normal,365,0.118,FALSE,FALSE
Fresh Rose Deep Hydration Toner (100ml),Rosewater hydrating facial toner,Beauty & Personal Care,Skincare,Toner,Fresh,N/A,100ml,Plastic Bottle,$8.55,$12.92,USD,Normal,730,0.055,FALSE,FALSE
"Olay Total Effects 7-in-1 Moisturizer (Pack of 4, 200ml)",Daily anti-aging cream,Beauty & Personal Care,Skincare,Serum,Olay,N/A,200ml,Glass Bottle,$56.59,$65.11,USD,Normal,365,0.785,TRUE,FALSE
"Neutrogena Hydro Boost Water Gel (Pack of 4, 150ml)",Lightweight hyaluronic acid moisturizer,Beauty & Personal Care,Skincare,Toner,Neutrogena,N/A,150ml,Pump Tube,$24.03,$32.73,USD,Normal,730,0.767,FALSE,FALSE
"Kiehl's Ultra Facial Cream (Pack of 2, 30ml)",24-hour daily face moisturizer,Beauty & Personal Care,Skincare,Moisturizer,Kiehl's,N/A,30ml,Airless Pump,$81.81,$102.38,USD,Normal,540,0.531,TRUE,FALSE
Neutrogena Ultra Sheer Sunscreen SPF 50 (150ml),Broad spectrum sun protection lotion,Beauty & Personal Care,Skincare,Serum,Neutrogena,N/A,150ml,Pump Tube,$9.47,$12.22,USD,Normal,730,0.103,FALSE,FALSE
"Garnier Micellar Cleansing Water (Pack of 2, 200ml)",All-in-one makeup remover and cleanser,Beauty & Personal Care,Skincare,Moisturizer,Garnier,N/A,200ml,Airless Pump,$55.32,$81.57,USD,Normal,730,0.524,FALSE,FALSE
"La Roche-Posay Anthelios Melt-in Sunscreen SPF 60 (Pack of 3, 50ml)",Fast-absorbing sunscreen lotion,Beauty & Personal Care,Skincare,Serum,La Roche-Posay,N/A,50ml,Plastic Bottle,$98.39,$147.99,USD,Normal,540,0.554,FALSE,FALSE
"First Aid Beauty Ultra Repair Cream (Pack of 5, 100ml)",Intense hydration for dry skin,Beauty & Personal Care,Skincare,Serum,First Aid Beauty,N/A,100ml,Pump Tube,$24.20,$34.10,USD,Normal,540,1.36,TRUE,FALSE
Clinique Dramatically Different Moisturizing Lotion (75ml),Iconic hydrating face lotion,Beauty & Personal Care,Skincare,Sunscreen,Clinique,N/A,75ml,Plastic Bottle,$36.77,$48.72,USD,Normal,730,0.182,FALSE,FALSE
"Clinique Dramatically Different Moisturizing Lotion (Pack of 3, 50ml)",Iconic hydrating face lotion,Beauty & Personal Care,Skincare,Toner,Clinique,N/A,50ml,Airless Pump,$87.40,$113.37,USD,Normal,540,0.783,FALSE,FALSE
"Neutrogena Hydro Boost Water Gel (Pack of 5, 100ml)",Lightweight hyaluronic acid moisturizer,Beauty & Personal Care,Skincare,Moisturizer,Neutrogena,N/A,100ml,Glass Bottle,$115.98,$148.32,USD,Normal,540,1.091,TRUE,FALSE
"Fresh Rose Deep Hydration Toner (Pack of 2, 200ml)",Rosewater hydrating facial toner,Beauty & Personal Care,Skincare,Sunscreen,Fresh,N/A,200ml,Airless Pump,$20.04,$26.60,USD,Normal,365,0.496,FALSE,FALSE
"Fresh Rose Deep Hydration Toner (Pack of 2, 100ml)",Rosewater hydrating facial toner,Beauty & Personal Care,Skincare,Moisturizer,Fresh,N/A,100ml,Pump Tube,$55.91,$81.99,USD,Normal,365,0.464,FALSE,FALSE
Paula's Choice 2% BHA Liquid Exfoliant (200ml),Salicylic acid exfoliating toner,Beauty & Personal Care,Skincare,Toner,Paula's Choice,N/A,200ml,Glass Bottle,$43.06,$51.98,USD,Normal,730,0.284,TRUE,FALSE
"Neutrogena Hydro Boost Water Gel (Pack of 3, 50ml)",Lightweight hyaluronic acid moisturizer,Beauty & Personal Care,Skincare,Moisturizer,Neutrogena,N/A,50ml,Pump Tube,$50.90,$77.84,USD,Normal,730,0.259,FALSE,FALSE
"Aveeno Daily Moisturizing Lotion (Pack of 3, 75ml)",Oat-based body lotion,Beauty & Personal Care,Skincare,Toner,Aveeno,N/A,75ml,Airless Pump,$95.28,$131.44,USD,Normal,540,0.456,FALSE,FALSE
Olay Total Effects 7-in-1 Moisturizer (30ml),Daily anti-aging cream,Beauty & Personal Care,Skincare,Sunscreen,Olay,N/A,30ml,Plastic Bottle,$34.16,$46.11,USD,Normal,730,0.085,FALSE,FALSE
"Garnier Micellar Cleansing Water (Pack of 2, 50ml)",All-in-one makeup remover and cleanser,Beauty & Personal Care,Skincare,Cleanser,Garnier,N/A,50ml,Pump Tube,$60.03,$93.02,USD,Normal,365,0.168,TRUE,FALSE
"The Ordinary Hyaluronic Acid 2% + B5 (Pack of 2, 200ml)",Hydrating serum for plump skin,Beauty & Personal Care,Skincare,Serum,The Ordinary,N/A,200ml,Airless Pump,$83.05,$122.41,USD,Normal,730,0.285,TRUE,FALSE
"First Aid Beauty Ultra Repair Cream (Pack of 4, 75ml)",Intense hydration for dry skin,Beauty & Personal Care,Skincare,Cleanser,First Aid Beauty,N/A,75ml,Pump Tube,$138.13,$198.16,USD,Normal,540,0.721,TRUE,FALSE
"Olay Regenerist Micro-Sculpting Cream (Pack of 3, 50ml)",Anti-aging face moisturizer,Beauty & Personal Care,Skincare,Toner,Olay,N/A,50ml,Glass Bottle,$98.31,$114.08,USD,Normal,730,0.435,FALSE,FALSE
"First Aid Beauty Ultra Repair Cream (Pack of 5, 50ml)",Intense hydration for dry skin,Beauty & Personal Care,Skincare,Sunscreen,First Aid Beauty,N/A,50ml,Plastic Bottle,$29.48,$38.59,USD,Normal,730,0.761,FALSE,FALSE
"Drunk Elephant C-Firma Day Serum (Pack of 2, 30ml)",Vitamin C antioxidant serum,Beauty & Personal Care,Skincare,Sunscreen,Drunk Elephant,N/A,30ml,Glass Bottle,$81.16,$114.18,USD,Normal,540,0.47,TRUE,FALSE
"First Aid Beauty Ultra Repair Cream (Pack of 4, 200ml)",Intense hydration for dry skin,Beauty & Personal Care,Skincare,Toner,First Aid Beauty,N/A,200ml,Glass Bottle,$125.95,$151.34,USD,Normal,365,1.061,FALSE,FALSE
"La Roche-Posay Anthelios Melt-in Sunscreen SPF 60 (Pack of 4, 50ml)",Fast-absorbing sunscreen lotion,Beauty & Personal Care,Skincare,Serum,La Roche-Posay,N/A,50ml,Glass Bottle,$61.17,$87.68,USD,Normal,730,1.129,FALSE,FALSE
"La Roche-Posay Toleriane Double Repair Moisturizer (Pack of 2, 50ml)",Face moisturizer for sensitive skin,Beauty & Personal Care,Skincare,Toner,La Roche-Posay,N/A,50ml,Pump Tube,$16.89,$21.48,USD,Normal,365,0.372,TRUE,FALSE
Drunk Elephant C-Firma Day Serum (50ml),Vitamin C antioxidant serum,Beauty & Personal Care,Skincare,Toner,Drunk Elephant,N/A,50ml,Glass Bottle,$31.01,$44.60,USD,Normal,540,0.303,FALSE,FALSE
"CeraVe Moisturizing Cream (Pack of 3, 30ml)",Face & body moisturizer with ceramides and hyaluronic acid,Beauty & Personal Care,Skincare,Serum,CeraVe,N/A,30ml,Plastic Bottle,$115.80,$168.88,USD,Normal,730,0.305,FALSE,FALSE
"Fresh Rose Deep Hydration Toner (Pack of 3, 200ml)",Rosewater hydrating facial toner,Beauty & Personal Care,Skincare,Serum,Fresh,N/A,200ml,Plastic Bottle,$65.93,$92.37,USD,Normal,730,0.91,FALSE,FALSE
"Cetaphil Gentle Skin Cleanser (Pack of 2, 75ml)",Mild non-foaming daily cleanser,Beauty & Personal Care,Skincare,Sunscreen,Cetaphil,N/A,75ml,Airless Pump,$12.93,$15.19,USD,Normal,540,0.361,TRUE,FALSE
"Fresh Rose Deep Hydration Toner (Pack of 3, 50ml)",Rosewater hydrating facial toner,Beauty & Personal Care,Skincare,Serum,Fresh,N/A,50ml,Pump Tube,$106.16,$135.65,USD,Normal,540,0.24,FALSE,FALSE
First Aid Beauty Ultra Repair Cream (30ml),Intense hydration for dry skin,Beauty & Personal Care,Skincare,Sunscreen,First Aid Beauty,N/A,30ml,Pump Tube,$13.91,$16.68,USD,Normal,365,0.092,TRUE,FALSE
"Cetaphil Gentle Skin Cleanser (Pack of 2, 150ml)",Mild non-foaming daily cleanser,Beauty & Personal Care,Skincare,Cleanser,Cetaphil,N/A,150ml,Airless Pump,$26.23,$39.24,USD,Normal,540,0.61,FALSE,FALSE
"Olay Regenerist Micro-Sculpting Cream (Pack of 4, 50ml)",Anti-aging face moisturizer,Beauty & Personal Care,Skincare,Serum,Olay,N/A,50ml,Airless Pump,$159.15,$212.75,USD,Normal,540,0.202,FALSE,FALSE
"Paula's Choice 2% BHA Liquid Exfoliant (Pack of 2, 100ml)",Salicylic acid exfoliating toner,Beauty & Personal Care,Skincare,Moisturizer,Paula's Choice,N/A,100ml,Glass Bottle,$23.72,$30.62,USD,Normal,540,0.366,FALSE,FALSE
Kiehl's Ultra Facial Cream (75ml),24-hour daily face moisturizer,Beauty & Personal Care,Skincare,Serum,Kiehl's,N/A,75ml,Plastic Bottle,$38.73,$51.22,USD,Normal,730,0.16,FALSE,FALSE
"CeraVe Hydrating Facial Cleanser (Pack of 2, 100ml)",Gentle daily cleanser for normal to dry skin,Beauty & Personal Care,Skincare,Toner,CeraVe,N/A,100ml,Plastic Bottle,$50.65,$62.20,USD,Normal,540,0.133,FALSE,FALSE
"First Aid Beauty Ultra Repair Cream (Pack of 5, 75ml)",Intense hydration for dry skin,Beauty & Personal Care,Skincare,Serum,First Aid Beauty,N/A,75ml,Plastic Bottle,$40.83,$48.53,USD,Normal,540,0.955,FALSE,FALSE
"The Ordinary Niacinamide 10% + Zinc 1% (Pack of 3, 50ml)",Serum to reduce blemishes and congestion,Beauty & Personal Care,Skincare,Cleanser,The Ordinary,N/A,50ml,Airless Pump,$66.15,$77.27,USD,Normal,730,0.405,FALSE,FALSE
"Garnier Micellar Cleansing Water (Pack of 3, 50ml)",All-in-one makeup remover and cleanser,Beauty & Personal Care,Skincare,Cleanser,Garnier,N/A,50ml,Glass Bottle,$47.12,$65.72,USD,Normal,540,0.937,FALSE,FALSE
"La Roche-Posay Anthelios Melt-in Sunscreen SPF 60 (Pack of 3, 150ml)",Fast-absorbing sunscreen lotion,Beauty & Personal Care,Skincare,Sunscreen,La Roche-Posay,N/A,150ml,Pump Tube,$66.96,$90.67,USD,Normal,730,0.591,FALSE,FALSE
"CeraVe Moisturizing Cream (Pack of 3, 75ml)",Face & body moisturizer with ceramides and hyaluronic acid,Beauty & Personal Care,Skincare,Toner,CeraVe,N/A,75ml,Pump Tube,$85.40,$131.68,USD,Normal,540,0.78,FALSE,FALSE
